성별,나이,월수입,직업,결혼여부,소비성향,가격,가격등급,카테고리,브랜드,상품조회수,비교상품수,구매시간대,카드할부여부,재방문횟수,예산초과율,예산사용율,사용목적적합도,중요요소일치도,브랜드선호일치도,대체상품우위위험,가격신뢰위험,리뷰부정위험,상품신뢰도,데이터신뢰도,구매필요성점수,예산,사용목적,중요요소,선호브랜드,상품명,상품설명,현재가,최저가,대체상품최저가,평점,리뷰수,리뷰부정키워드수,상품정보출처,평점수집여부,리뷰수집여부,구매후회값,실제구매후회값
female,50,8170000.0,전문직,기혼,진보적,132000.0,중저가,가구,이케아,43,3,16,N,0,0.0,0.10927152317880795,0.0,0.0,1.0,0.06060606060606061,0.24528301886792453,0.0,0.6375,1.0,0.37,1208000,선물,"희소성, 감성",이케아,이케아 가구 497,"이케아 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",132000,106000,124000,,3858.0,0,crawler,N,Y,0.571,0.571
male,50,6000000.0,자영업,미혼,진보적,207000.0,중저가,교육,메가스터디,7,2,16,N,1,0.0,0.21743697478991597,0.0,0.9,1.0,0.06763285024154589,0.23214285714285715,0.2,0.4775,1.0,0.57,952000,선물,"강의품질, 가격",메가스터디,메가스터디 교육 498,"메가스터디 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",207000,168000,193000,4.22,,4,crawler,Y,N,0.434,0.434
male,23,570000.0,학생,미혼,진보적,41000.0,저가,식품,오뚜기,50,3,11,N,3,0.0,0.7068965517241379,0.0,0.9,1.0,0.04878048780487805,0.36666666666666664,0.2,0.6375,1.0,0.57,58000,가족,"가격, 신선도",오뚜기,오뚜기 식품 499,"오뚜기 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",41000,30000,39000,,3147.0,1,user_input,N,Y,0.425,0.425
female,62,2960000.0,은퇴자,기혼,보수적,214000.0,중저가,전자기기,삼성,13,3,10,N,3,0.0,0.6045197740112994,0.0,0.9375,1.0,0.0,0.2891566265060241,0.2,0.45875000000000005,1.0,0.37,354000,휴식,"성능, 배터리",삼성,삼성 전자기기 500,"삼성 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",214000,166000,222000,4.07,,1,image_estimate,Y,N,0.439,0.439
female,57,3150000.0,주부,기혼,보수적,87000.0,저가,생활용품,다이소,3,3,1,N,3,0.0,0.24166666666666667,0.0,0.0,1.0,0.13793103448275862,0.2608695652173913,0.2,0.1875,0.75,0.57,360000,가정,"희소성, 감성",다이소,다이소 생활용품 501,"다이소 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",87000,69000,75000,,,1,manual,N,N,0.573,0.573
female,36,1980000.0,주부,기혼,보수적,4000.0,초저가,식품,오뚜기,36,4,15,N,0,0.0,0.009389671361502348,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.620070499135436,1.0,1.0,426000,생활,"희소성, 감성",오뚜기,오뚜기 식품 502,"오뚜기 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",4000,3000,4000,3.38,935.0,0,naver_api,Y,Y,0.344,0.344
female,57,7910000.0,전문직,기혼,보수적,206000.0,중저가,패션,COS,33,0,18,N,2,0.0,0.14949201741654572,1.0,0.0,1.0,0.014563106796116505,0.09574468085106383,0.2,0.6332533549664856,1.0,0.6,1378000,출근,"희소성, 감성",COS,COS 패션 503,"COS 패션 ??. ?? ??: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",206000,188000,203000,3.68,477.0,4,crawler,Y,Y,0.377,0.377
male,49,5110000.0,사무직,미혼,진보적,437000.0,중저가,화장품,설화수,50,3,0,N,2,0.3123123123123124,1.3123123123123124,1.0,0.9,1.0,0.14874141876430205,0.28152492668621704,0.2,0.645,1.0,0.52,333000,선물,"성분, 가격",설화수,설화수 화장품 504,"설화수 화장품 ??. ?? ??: 성분, 가격, 후기, 피부관리, 선물, 데일리.",437000,341000,372000,3.56,2437.0,2,user_input,Y,Y,0.344,0.344
female,29,4570000.0,공무원,미혼,보수적,545000.0,고가,건강관리,종근당,41,1,2,Y,3,0.07707509881422925,1.0770750988142292,1.0,0.6666666666666666,0.0,0.3174311926605505,0.20575221238938052,0.2,0.69125,1.0,0.95,506000,건강,"성분, 후기",루이비통,종근당 건강관리 505,"종근당 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",545000,452000,372000,3.93,1031.0,2,naver_api,Y,Y,0.4,0.4
female,34,4360000.0,공무원,기혼,보수적,599000.0,고가,명품,프라다,49,2,11,Y,5,0.0,0.7582278481012659,0.0,0.3333333333333333,1.0,0.2353923205342237,0.2557651991614256,0.2,0.655,1.0,0.019999999999999976,790000,유행,"희소성, 감성",프라다,프라다 명품 506,"프라다 명품 ??. ?? ??: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",599000,477000,458000,3.64,1263.0,3,crawler,Y,Y,0.557,0.557
female,32,1260000.0,취업준비생,기혼,보수적,240000.0,중저가,건강관리,정관장,16,3,13,Y,4,0.5584415584415585,1.5584415584415585,0.0,0.6666666666666666,0.0,0.0,0.22448979591836735,0.2,0.53375,1.0,0.44999999999999996,154000,휴식,"성분, 후기",애플,정관장 건강관리 507,"정관장 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",240000,196000,246000,4.67,,2,manual,Y,N,0.645,0.645
male,43,8390000.0,전문직,미혼,보수적,6000.0,초저가,생활용품,3M,47,4,16,N,3,0.0,0.01634877384196185,0.0,0.0,1.0,0.0,0.2,0.2,0.6625000000000001,1.0,0.57,367000,가정,"희소성, 감성",3M,3M 생활용품 508,"3M 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",6000,5000,6000,3.7,3995.0,2,manual,Y,Y,0.554,0.554
male,22,870000.0,학생,미혼,보수적,119000.0,중저가,가구,리바트,49,4,9,N,4,1.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.23958333333333334,0.2,0.6775,1.0,0.37,36000,휴식,"내구성, 크기",하나투어,리바트 가구 509,"리바트 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",119000,96000,121000,3.82,2842.0,2,naver_api,Y,Y,0.756,0.756
male,27,1060000.0,취업준비생,미혼,진보적,4890000.0,초고가,전자기기,삼성,6,60,11,Y,41,1.0,3.0,0.0,0.9375,0.0,0.0820040899795501,0.23891563212566505,0.0,0.5525,1.0,0.37,216000,소장,"성능, 배터리",종근당,삼성 전자기기 510,"삼성 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",4890000,3947000,4489000,4.82,,0,user_input,Y,N,0.725,0.725
female,40,7390000.0,자영업,기혼,보수적,17000.0,초저가,생활용품,다이소,37,4,13,N,3,0.0,0.012947448591012947,0.0,0.0,1.0,0.0,0.3076923076923077,0.2,0.6565903136427875,1.0,0.57,1313000,유행,"희소성, 감성",다이소,다이소 생활용품 511,"다이소 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",17000,13000,17000,3.79,622.0,3,user_input,Y,Y,0.547,0.547
female,40,3170000.0,프리랜서,미혼,진보적,124000.0,중저가,패션,ZARA,11,0,11,N,3,0.0,0.36257309941520466,1.0,0.6666666666666666,1.0,0.008064516129032258,0.14814814814814814,0.0,0.1875,0.75,0.6,342000,출근,"디자인, 착용감",ZARA,ZARA 패션 512,"ZARA 패션 ??. ?? ??: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",124000,108000,123000,,,0,manual,N,N,0.294,0.294
female,30,1080000.0,취업준비생,미혼,진보적,64000.0,저가,생활용품,다이소,12,6,10,N,3,0.0,0.43243243243243246,1.0,0.9,0.0,0.3125,0.14285714285714285,0.2,0.1875,0.75,1.0,148000,생활,"가격, 내구성",하나투어,다이소 생활용품 513,"다이소 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",64000,56000,44000,,,2,manual,N,N,0.346,0.346
female,27,1310000.0,취업준비생,미혼,진보적,93000.0,저가,생활용품,유한킴벌리,44,3,11,N,0,0.0,0.3705179282868526,1.0,0.0,0.0,0.16129032258064516,0.02197802197802198,0.2,0.7112499999999999,1.0,1.0,251000,청소,"희소성, 감성",패스트캠퍼스,유한킴벌리 생활용품 514,"유한킴벌리 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",93000,91000,78000,4.09,3146.0,1,crawler,Y,Y,0.423,0.423
female,23,1000000.0,취업준비생,미혼,진보적,86000.0,저가,교육,클래스101,46,2,10,N,2,0.0,0.4095238095238095,0.0,0.9,0.0,0.313953488372093,0.075,0.2,0.7562500000000001,1.0,0.57,210000,선물,"강의품질, 가격",나이키,클래스101 교육 515,"클래스101 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",86000,80000,59000,4.45,1040.0,1,manual,Y,Y,0.527,0.527
male,58,2120000.0,은퇴자,미혼,보수적,219000.0,중저가,전자기기,삼성,49,6,16,N,3,0.0,0.6738461538461539,1.0,0.9375,0.0,0.2100456621004566,0.057971014492753624,0.2,0.6637500000000001,1.0,0.87,325000,업무,"성능, 배터리",종근당,삼성 전자기기 516,"삼성 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",219000,207000,173000,3.71,1996.0,3,image_estimate,Y,Y,0.308,0.308
male,71,2810000.0,은퇴자,기혼,보수적,1410000.0,고가,건강관리,센트룸,12,10,0,Y,8,1.0,3.0,0.0,0.6666666666666666,1.0,0.18368794326241134,0.024709302325581394,0.2,0.5025,1.0,0.44999999999999996,265000,회복,"성분, 후기",센트룸,센트룸 건강관리 517,"센트룸 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",1410000,1376000,1151000,4.42,,4,user_input,Y,N,0.709,0.709
female,24,1000000.0,취업준비생,미혼,진보적,94000.0,저가,가구,한샘,3,3,12,N,5,0.0,0.4413145539906103,1.0,0.6666666666666666,0.0,0.14893617021276595,0.20512820512820512,0.0,0.5037499999999999,1.0,0.87,213000,이사,"내구성, 크기",오뚜기,한샘 가구 518,"한샘 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",94000,78000,80000,4.43,,0,naver_api,Y,N,0.331,0.331
male,35,5170000.0,사무직,기혼,보수적,49000.0,저가,교육,메가스터디,41,1,10,N,2,0.0,0.0478515625,0.0,0.9,1.0,0.20408163265306123,0.3611111111111111,0.2,0.6375,1.0,0.57,1024000,선물,"강의품질, 가격",메가스터디,메가스터디 교육 519,"메가스터디 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",49000,36000,39000,,1883.0,2,user_input,N,Y,0.458,0.458
female,38,5030000.0,사무직,기혼,진보적,49000.0,저가,패션,아디다스,47,3,18,N,4,0.0,0.1644295302013423,0.0,0.6666666666666666,1.0,0.3469387755102041,0.0425531914893617,0.0,0.8049999999999999,1.0,0.09999999999999998,298000,선물,"디자인, 착용감",아디다스,아디다스 패션 520,"아디다스 패션 ??. ?? ??: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",49000,47000,32000,4.84,1632.0,0,image_estimate,Y,Y,0.462,0.462
female,69,3320000.0,은퇴자,미혼,보수적,326000.0,중저가,교육,클래스101,45,4,20,N,3,0.0,0.6305609284332688,1.0,0.9,0.0,0.0736196319018405,0.22556390977443608,0.2,0.79125,1.0,1.0,517000,공부,"강의품질, 가격",3M,클래스101 교육 521,"클래스101 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",326000,266000,302000,4.73,2747.0,3,manual,Y,Y,0.282,0.282
female,26,760000.0,학생,미혼,진보적,126000.0,중저가,패션,ZARA,30,3,18,N,3,0.0,0.9064748201438849,1.0,0.6666666666666666,0.0,0.23015873015873015,0.3263157894736842,0.2,0.5939190006004667,1.0,0.6,139000,출근,"디자인, 착용감",다이소,ZARA 패션 522,"ZARA 패션 ??. ?? ??: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",126000,95000,97000,4.27,20.0,4,crawler,Y,Y,0.367,0.367
female,37,5690000.0,대기업직원,미혼,보수적,694000.0,고가,전자기기,애플,4,7,3,Y,2,1.0,2.096676737160121,1.0,0.0,0.0,0.0994236311239193,0.3244274809160305,0.0,0.1875,0.75,0.87,331000,게임,"희소성, 감성",3M,애플 전자기기 523,"애플 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",694000,524000,625000,,,0,manual,N,N,0.722,0.722
female,55,5030000.0,프리랜서,미혼,진보적,12000.0,초저가,생활용품,유한킴벌리,53,5,15,N,0,0.0,0.03,0.0,0.9,1.0,0.08333333333333333,0.09090909090909091,0.2,0.60625,1.0,0.57,400000,가정,"가격, 내구성",유한킴벌리,유한킴벌리 생활용품 524,"유한킴벌리 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",12000,11000,11000,3.25,2064.0,4,user_input,Y,Y,0.375,0.375
male,60,6250000.0,자영업,미혼,진보적,10000.0,초저가,생활용품,다이소,42,3,18,N,2,0.0,0.009551098376313277,0.0,0.0,1.0,0.1,0.05,0.2,0.7137500000000001,1.0,0.57,1047000,휴식,"희소성, 감성",다이소,다이소 생활용품 525,"다이소 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",10000,10000,9000,4.11,1745.0,3,user_input,Y,Y,0.525,0.525
female,50,11260000.0,전문직,기혼,보수적,421000.0,중저가,교육,메가스터디,43,3,15,N,1,0.0,0.3938260056127222,0.0,0.0,0.0,0.023752969121140142,0.07397959183673469,0.0,0.7137500000000001,1.0,0.57,1069000,자기계발,"희소성, 감성",루이비통,메가스터디 교육 526,"메가스터디 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",421000,392000,411000,4.11,2661.0,0,user_input,Y,Y,0.611,0.611
male,47,2740000.0,주부,기혼,진보적,12000.0,초저가,식품,동원,47,3,17,N,4,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.05,0.2,0.7262500000000001,1.0,0.57,528000,유행,"희소성, 감성",루이비통,동원 식품 527,"동원 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",12000,12000,12000,4.21,1574.0,1,manual,Y,Y,0.591,0.591
male,48,8420000.0,대기업직원,미혼,보수적,391000.0,중저가,교육,메가스터디,8,2,10,N,3,0.0,0.2247126436781609,0.0,0.9,0.0,0.14066496163682865,0.33447098976109213,0.2,0.5249999999999999,1.0,0.57,1740000,휴식,"강의품질, 가격",애플,메가스터디 교육 528,"메가스터디 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",391000,293000,336000,4.6,,3,user_input,Y,N,0.532,0.532
male,66,3380000.0,은퇴자,기혼,진보적,45000.0,저가,식품,오뚜기,38,3,12,N,4,0.0,0.1836734693877551,0.0,0.9,0.0,0.022222222222222223,0.046511627906976744,0.0,0.6387160681661759,1.0,0.57,245000,가족,"가격, 신선도",CJ,오뚜기 식품 529,"오뚜기 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",45000,43000,44000,3.55,870.0,0,image_estimate,Y,Y,0.453,0.453
male,40,7660000.0,대기업직원,미혼,보수적,939000.0,고가,전자기기,소니,49,2,2,Y,4,0.102112676056338,1.102112676056338,1.0,0.9375,0.0,0.0,0.03871681415929203,0.2,0.71875,1.0,0.87,852000,업무,"성능, 배터리",마이리얼트립,소니 전자기기 530,"소니 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",939000,904000,1000000,4.15,3902.0,3,naver_api,Y,Y,0.33,0.33
female,48,3720000.0,프리랜서,기혼,보수적,10000.0,초저가,생활용품,유한킴벌리,6,3,22,N,4,0.0,0.04424778761061947,1.0,0.9,1.0,0.0,0.42857142857142855,0.0,0.1875,0.75,1.0,226000,청소,"가격, 내구성",유한킴벌리,유한킴벌리 생활용품 531,"유한킴벌리 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",10000,7000,10000,,,0,crawler,N,N,0.234,0.234
female,33,4700000.0,프리랜서,기혼,진보적,13000.0,초저가,화장품,설화수,51,5,22,N,1,0.0,0.022727272727272728,0.0,0.9,1.0,0.3076923076923077,0.3,0.2,0.8075000000000001,1.0,0.019999999999999976,572000,데일리,"성분, 가격",설화수,설화수 화장품 532,"설화수 화장품 ??. ?? ??: 성분, 가격, 후기, 피부관리, 선물, 데일리.",13000,10000,9000,4.86,2080.0,1,naver_api,Y,Y,0.486,0.486
female,51,9110000.0,전문직,기혼,진보적,658000.0,고가,명품,샤넬,40,6,17,Y,3,0.11525423728813555,1.1152542372881356,0.0,0.6666666666666666,1.0,0.1474164133738602,0.15845070422535212,0.2,0.69,1.0,0.019999999999999976,590000,소장,"브랜드, 희소성",샤넬,샤넬 명품 533,"샤넬 명품 ??. ?? ??: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",658000,568000,561000,3.92,2638.0,4,naver_api,Y,Y,0.531,0.531
female,57,5360000.0,대기업직원,기혼,진보적,62000.0,저가,건강관리,정관장,51,3,19,N,1,0.0,0.15233415233415235,0.0,0.6666666666666666,0.0,0.3387096774193548,0.06896551724137931,0.2,0.7849999999999999,1.0,0.44999999999999996,407000,선물,"성분, 후기",종근당,정관장 건강관리 534,"정관장 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",62000,58000,41000,4.68,2962.0,2,image_estimate,Y,Y,0.54,0.54
female,23,910000.0,학생,미혼,진보적,49000.0,저가,교육,패스트캠퍼스,47,3,21,N,4,0.0,0.5157894736842106,1.0,0.9,1.0,0.3469387755102041,0.32432432432432434,0.2,0.6144713153995045,1.0,1.0,95000,공부,"강의품질, 가격",패스트캠퍼스,패스트캠퍼스 교육 535,"패스트캠퍼스 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",49000,37000,32000,3.37,829.0,4,naver_api,Y,Y,0.247,0.247
male,56,3440000.0,공무원,미혼,진보적,1879000.0,고가,건강관리,정관장,56,10,1,Y,4,1.0,2.987281399046105,0.0,0.6666666666666666,0.0,0.0,0.08990719257540604,0.2,0.6375,1.0,0.44999999999999996,629000,유행,"성분, 후기",이니스프리,정관장 건강관리 536,"정관장 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",1879000,1724000,1973000,,3039.0,1,manual,N,Y,0.756,0.756
female,56,5490000.0,공무원,기혼,보수적,46000.0,저가,생활용품,다이소,40,3,21,N,3,0.0,0.05569007263922518,0.0,0.0,0.0,0.3695652173913043,0.21052631578947367,0.2,0.6375,1.0,0.57,826000,유행,"희소성, 감성",대한항공,다이소 생활용품 537,"다이소 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",46000,38000,29000,,1284.0,1,user_input,N,Y,0.653,0.653
female,60,5540000.0,공무원,기혼,보수적,675000.0,고가,여행,하나투어,6,2,20,Y,1,0.8096514745308312,1.8096514745308312,1.0,0.9,1.0,0.23555555555555555,0.11940298507462686,0.2,0.4975,1.0,0.6,373000,휴식,"가격, 일정",하나투어,하나투어 여행 538,"하나투어 여행 ??. ?? ??: 가격, 일정, 숙소, 휴식, 가족, 기념일.",675000,603000,516000,4.38,,4,image_estimate,Y,N,0.458,0.458
female,24,770000.0,학생,미혼,보수적,145000.0,중저가,건강관리,종근당,45,2,19,Y,4,1.0,2.0422535211267605,1.0,0.0,1.0,0.0,0.04316546762589928,0.2,0.6625000000000001,1.0,0.95,71000,건강,"희소성, 감성",종근당,종근당 건강관리 539,"종근당 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",145000,139000,151000,3.7,2349.0,3,image_estimate,Y,Y,0.553,0.553
female,58,3410000.0,은퇴자,미혼,보수적,132000.0,중저가,교육,메가스터디,48,1,3,N,3,0.0,0.3142857142857143,0.0,0.9,0.0,0.20454545454545456,0.375,0.2,0.615,1.0,0.57,420000,자기계발,"강의품질, 가격",설화수,메가스터디 교육 540,"메가스터디 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",132000,96000,105000,3.32,2401.0,3,manual,Y,Y,0.532,0.532
male,46,2840000.0,주부,기혼,보수적,544000.0,고가,패션,나이키,49,5,14,Y,2,0.0,0.998165137614679,0.0,0.6666666666666666,0.0,0.21323529411764705,0.37721518987341773,0.0,0.6375,1.0,0.09999999999999998,545000,선물,"디자인, 착용감",CJ,나이키 패션 541,"나이키 패션 ??. ?? ??: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",544000,395000,428000,,3600.0,0,manual,N,Y,0.586,0.586
female,30,6630000.0,대기업직원,미혼,진보적,230000.0,중저가,교육,메가스터디,45,6,16,N,4,0.0,0.18744906275468623,0.0,0.9,0.0,0.14782608695652175,0.27071823204419887,0.2,0.6375,1.0,0.57,1227000,휴식,"강의품질, 가격",대한항공,메가스터디 교육 542,"메가스터디 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",230000,181000,196000,,1523.0,2,image_estimate,N,Y,0.489,0.489
male,24,840000.0,학생,미혼,진보적,373000.0,중저가,가구,리바트,51,10,13,Y,8,1.0,2.1436781609195403,1.0,0.6666666666666666,1.0,0.2064343163538874,0.3274021352313167,0.0,0.7949999999999999,1.0,0.87,174000,이사,"내구성, 크기",리바트,리바트 가구 543,"리바트 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",373000,281000,296000,4.76,1917.0,0,crawler,Y,Y,0.476,0.476
female,43,7800000.0,전문직,기혼,진보적,22000.0,초저가,생활용품,다이소,46,3,15,N,4,0.0,0.031205673758865248,0.0,0.9,0.0,0.2727272727272727,0.375,0.2,0.6425000000000001,1.0,0.57,705000,휴식,"가격, 내구성",메가스터디,다이소 생활용품 544,"다이소 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",22000,16000,16000,3.54,3495.0,1,manual,Y,Y,0.501,0.501
female,27,690000.0,학생,기혼,진보적,2231000.0,초고가,명품,구찌,13,42,3,Y,29,1.0,3.0,0.0,0.6666666666666666,1.0,0.0,0.16197916666666667,0.0,0.41125,1.0,0.019999999999999976,92000,소장,"브랜드, 희소성",구찌,구찌 명품 545,"구찌 명품 ??. ?? ??: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",2231000,1920000,2390000,3.69,,0,image_estimate,Y,N,0.697,0.697
male,37,4150000.0,프리랜서,미혼,보수적,590000.0,고가,교육,메가스터디,47,2,1,Y,5,0.10074626865671643,1.1007462686567164,1.0,0.9,1.0,0.13728813559322034,0.08256880733944955,0.2,0.73875,1.0,1.0,536000,취업,"강의품질, 가격",메가스터디,메가스터디 교육 546,"메가스터디 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",590000,545000,509000,4.31,2697.0,2,crawler,Y,Y,0.227,0.227
male,53,4850000.0,사무직,기혼,보수적,5009000.0,초고가,전자기기,애플,28,14,16,Y,8,1.0,3.0,0.0,0.0,1.0,0.026152924735476143,0.047907949790794976,0.2,0.5743927954060137,1.0,0.37,549000,휴식,"희소성, 감성",애플,애플 전자기기 547,"애플 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",5009000,4780000,4878000,,174.0,4,user_input,N,Y,0.807,0.807
female,33,10910000.0,전문직,기혼,보수적,1166000.0,고가,가구,리바트,7,3,22,Y,1,0.09689557855126996,1.09689557855127,0.0,0.6666666666666666,1.0,0.03773584905660377,0.3880952380952381,0.2,0.45749999999999996,1.0,0.37,1063000,생활,"내구성, 크기",리바트,리바트 가구 548,"리바트 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",1166000,840000,1122000,4.06,,4,crawler,Y,N,0.516,0.516
female,25,1300000.0,취업준비생,미혼,보수적,47000.0,저가,화장품,이니스프리,51,6,1,N,4,0.0,0.42727272727272725,1.0,0.9,0.0,0.14893617021276595,0.06818181818181818,0.2,0.7862500000000001,1.0,0.52,110000,선물,"성분, 가격",한샘,이니스프리 화장품 549,"이니스프리 화장품 ??. ?? ??: 성분, 가격, 후기, 피부관리, 선물, 데일리.",47000,44000,40000,4.69,3760.0,3,manual,Y,Y,0.294,0.294
male,37,9500000.0,대기업직원,기혼,보수적,33000.0,저가,식품,동원,56,2,19,N,0,0.0,0.018292682926829267,1.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.7749999999999999,1.0,1.0,1804000,식사,"희소성, 감성",동원,동원 식품 550,"동원 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",33000,27000,34000,4.6,3472.0,0,image_estimate,Y,Y,0.31,0.31
female,29,4850000.0,공무원,미혼,진보적,3185000.0,초고가,여행,마이리얼트립,12,13,11,Y,6,1.0,3.0,0.0,0.9,0.0,0.0,0.1884328358208955,0.2,0.51875,1.0,0.09999999999999998,561000,기념일,"가격, 일정",LG,마이리얼트립 여행 551,"마이리얼트립 여행 ??. ?? ??: 가격, 일정, 숙소, 휴식, 가족, 기념일.",3185000,2680000,3200000,4.55,,3,image_estimate,Y,N,0.764,0.764
female,35,3540000.0,공무원,미혼,진보적,181000.0,중저가,건강관리,종근당,55,2,12,N,3,0.0,0.25783475783475784,1.0,0.0,1.0,0.20441988950276244,0.08383233532934131,0.2,0.6275,1.0,0.95,702000,부모님,"희소성, 감성",종근당,종근당 건강관리 552,"종근당 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",181000,167000,144000,3.42,3647.0,4,crawler,Y,Y,0.364,0.364
male,28,7370000.0,대기업직원,미혼,보수적,457000.0,중저가,패션,COS,45,3,13,N,3,0.0,0.40122914837576823,0.0,0.0,0.0,0.24288840262582057,0.2554945054945055,0.2,0.615,1.0,0.09999999999999998,1139000,여행,"희소성, 감성",하나투어,COS 패션 553,"COS 패션 ??. ?? ??: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",457000,364000,346000,3.32,1183.0,2,image_estimate,Y,Y,0.685,0.685
female,43,4330000.0,공무원,기혼,보수적,12000.0,초저가,식품,CJ,8,4,10,N,3,0.0,0.013605442176870748,0.0,0.9,0.0,0.08333333333333333,0.3333333333333333,0.2,0.49125,1.0,0.57,882000,선물,"가격, 신선도",한샘,CJ 식품 554,"CJ 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",12000,9000,11000,4.33,,2,image_estimate,Y,N,0.513,0.513
male,50,7140000.0,대기업직원,기혼,보수적,91000.0,저가,가구,이케아,41,0,19,N,4,0.0,0.09722222222222222,0.0,0.6666666666666666,1.0,0.3626373626373626,0.08333333333333333,0.2,0.6012897177888592,1.0,0.37,936000,소장,"내구성, 크기",이케아,이케아 가구 555,"이케아 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",91000,84000,58000,,367.0,2,manual,N,Y,0.5,0.5
male,32,5490000.0,자영업,기혼,진보적,56000.0,저가,생활용품,다이소,7,1,10,N,2,0.0,0.24034334763948498,0.0,0.0,1.0,0.0,0.14285714285714285,0.2,0.1875,0.75,0.57,233000,유행,"희소성, 감성",다이소,다이소 생활용품 556,"다이소 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",56000,49000,60000,,,3,image_estimate,N,N,0.572,0.572
