성별,나이,월수입,직업,결혼여부,소비성향,예산,구매단가,사용목적,중요요소,선호브랜드,상품명,브랜드,카테고리,판매단가,평점,리뷰수,상품설명,상품정보출처,상품조회수,비교상품수,구매시간대,재방문횟수,카드할부여부,구매후회값
male,27,1060000,취업준비생,미혼,진보적,216000,4890000,소장,"성능, 배터리",종근당,삼성 전자기기 510,삼성,전자기기,4890000,4.82,,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,6,60,11,41,Y,0.725
female,40,7390000,자영업,기혼,보수적,1313000,17000,유행,"희소성, 감성",다이소,다이소 생활용품 511,다이소,생활용품,17000,3.79,622.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,37,4,13,3,N,0.547
female,40,3170000,프리랜서,미혼,진보적,342000,124000,출근,"디자인, 착용감",ZARA,ZARA 패션 512,ZARA,패션,124000,,,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",manual,11,0,11,3,N,0.294
female,30,1080000,취업준비생,미혼,진보적,148000,64000,생활,"가격, 내구성",하나투어,다이소 생활용품 513,다이소,생활용품,64000,,,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",manual,12,6,10,3,N,0.346
female,27,1310000,취업준비생,미혼,진보적,251000,93000,청소,"희소성, 감성",패스트캠퍼스,유한킴벌리 생활용품 514,유한킴벌리,생활용품,93000,4.09,3146.0,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",crawler,44,3,11,0,N,0.423
female,23,1000000,취업준비생,미혼,진보적,210000,86000,선물,"강의품질, 가격",나이키,클래스101 교육 515,클래스101,교육,86000,4.45,1040.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",manual,46,2,10,2,N,0.527
male,58,2120000,은퇴자,미혼,보수적,325000,219000,업무,"성능, 배터리",종근당,삼성 전자기기 516,삼성,전자기기,219000,3.71,1996.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",image_estimate,49,6,16,3,N,0.308
male,71,2810000,은퇴자,기혼,보수적,265000,1410000,회복,"성분, 후기",센트룸,센트룸 건강관리 517,센트룸,건강관리,1410000,4.42,,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",user_input,12,10,0,8,Y,0.709
female,24,1000000,취업준비생,미혼,진보적,213000,94000,이사,"내구성, 크기",오뚜기,한샘 가구 518,한샘,가구,94000,4.43,,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",naver_api,3,3,12,5,N,0.331
male,35,5170000,사무직,기혼,보수적,1024000,49000,선물,"강의품질, 가격",메가스터디,메가스터디 교육 519,메가스터디,교육,49000,,1883.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,41,1,10,2,N,0.458
female,38,5030000,사무직,기혼,진보적,298000,49000,선물,"디자인, 착용감",아디다스,아디다스 패션 520,아디다스,패션,49000,4.84,1632.0,"아디다스 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",image_estimate,47,3,18,4,N,0.462
female,69,3320000,은퇴자,미혼,보수적,517000,326000,공부,"강의품질, 가격",3M,클래스101 교육 521,클래스101,교육,326000,4.73,2747.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",manual,45,4,20,3,N,0.282
female,26,760000,학생,미혼,진보적,139000,126000,출근,"디자인, 착용감",다이소,ZARA 패션 522,ZARA,패션,126000,4.27,20.0,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",crawler,30,3,18,3,N,0.367
female,37,5690000,대기업직원,미혼,보수적,331000,694000,게임,"희소성, 감성",3M,애플 전자기기 523,애플,전자기기,694000,,,"애플 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",manual,4,7,3,2,Y,0.722
female,55,5030000,프리랜서,미혼,진보적,400000,12000,가정,"가격, 내구성",유한킴벌리,유한킴벌리 생활용품 524,유한킴벌리,생활용품,12000,3.25,2064.0,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,53,5,15,0,N,0.375
male,60,6250000,자영업,미혼,진보적,1047000,10000,휴식,"희소성, 감성",다이소,다이소 생활용품 525,다이소,생활용품,10000,4.11,1745.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,42,3,18,2,N,0.525
female,50,11260000,전문직,기혼,보수적,1069000,421000,자기계발,"희소성, 감성",루이비통,메가스터디 교육 526,메가스터디,교육,421000,4.11,2661.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,43,3,15,1,N,0.611
male,47,2740000,주부,기혼,진보적,528000,12000,유행,"희소성, 감성",루이비통,동원 식품 527,동원,식품,12000,4.21,1574.0,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",manual,47,3,17,4,N,0.591
male,48,8420000,대기업직원,미혼,보수적,1740000,391000,휴식,"강의품질, 가격",애플,메가스터디 교육 528,메가스터디,교육,391000,4.6,,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,8,2,10,3,N,0.532
male,66,3380000,은퇴자,기혼,진보적,245000,45000,가족,"가격, 신선도",CJ,오뚜기 식품 529,오뚜기,식품,45000,3.55,870.0,"오뚜기 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",image_estimate,38,3,12,4,N,0.453
male,40,7660000,대기업직원,미혼,보수적,852000,939000,업무,"성능, 배터리",마이리얼트립,소니 전자기기 530,소니,전자기기,939000,4.15,3902.0,"소니 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",naver_api,49,2,2,4,Y,0.33
female,48,3720000,프리랜서,기혼,보수적,226000,10000,청소,"가격, 내구성",유한킴벌리,유한킴벌리 생활용품 531,유한킴벌리,생활용품,10000,,,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",crawler,6,3,22,4,N,0.234
female,33,4700000,프리랜서,기혼,진보적,572000,13000,데일리,"성분, 가격",설화수,설화수 화장품 532,설화수,화장품,13000,4.86,2080.0,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,51,5,22,1,N,0.486
female,51,9110000,전문직,기혼,진보적,590000,658000,소장,"브랜드, 희소성",샤넬,샤넬 명품 533,샤넬,명품,658000,3.92,2638.0,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",naver_api,40,6,17,3,Y,0.531
female,57,5360000,대기업직원,기혼,진보적,407000,62000,선물,"성분, 후기",종근당,정관장 건강관리 534,정관장,건강관리,62000,4.68,2962.0,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",image_estimate,51,3,19,1,N,0.54
female,23,910000,학생,미혼,진보적,95000,49000,공부,"강의품질, 가격",패스트캠퍼스,패스트캠퍼스 교육 535,패스트캠퍼스,교육,49000,3.37,829.0,"패스트캠퍼스 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",naver_api,47,3,21,4,N,0.247
male,56,3440000,공무원,미혼,진보적,629000,1879000,유행,"성분, 후기",이니스프리,정관장 건강관리 536,정관장,건강관리,1879000,,3039.0,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",manual,56,10,1,4,Y,0.756
female,56,5490000,공무원,기혼,보수적,826000,46000,유행,"희소성, 감성",대한항공,다이소 생활용품 537,다이소,생활용품,46000,,1284.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,40,3,21,3,N,0.653
female,60,5540000,공무원,기혼,보수적,373000,675000,휴식,"가격, 일정",하나투어,하나투어 여행 538,하나투어,여행,675000,4.38,,"하나투어 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",image_estimate,6,2,20,1,Y,0.458
female,24,770000,학생,미혼,보수적,71000,145000,건강,"희소성, 감성",종근당,종근당 건강관리 539,종근당,건강관리,145000,3.7,2349.0,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",image_estimate,45,2,19,4,Y,0.553
female,58,3410000,은퇴자,미혼,보수적,420000,132000,자기계발,"강의품질, 가격",설화수,메가스터디 교육 540,메가스터디,교육,132000,3.32,2401.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",manual,48,1,3,3,N,0.532
male,46,2840000,주부,기혼,보수적,545000,544000,선물,"디자인, 착용감",CJ,나이키 패션 541,나이키,패션,544000,,3600.0,"나이키 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",manual,49,5,14,2,Y,0.586
female,30,6630000,대기업직원,미혼,진보적,1227000,230000,휴식,"강의품질, 가격",대한항공,메가스터디 교육 542,메가스터디,교육,230000,,1523.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",image_estimate,45,6,16,4,N,0.489
male,24,840000,학생,미혼,진보적,174000,373000,이사,"내구성, 크기",리바트,리바트 가구 543,리바트,가구,373000,4.76,1917.0,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",crawler,51,10,13,8,Y,0.476
female,43,7800000,전문직,기혼,진보적,705000,22000,휴식,"가격, 내구성",메가스터디,다이소 생활용품 544,다이소,생활용품,22000,3.54,3495.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",manual,46,3,15,4,N,0.501
female,27,690000,학생,기혼,진보적,92000,2231000,소장,"브랜드, 희소성",구찌,구찌 명품 545,구찌,명품,2231000,3.69,,"구찌 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",image_estimate,13,42,3,29,Y,0.697
male,37,4150000,프리랜서,미혼,보수적,536000,590000,취업,"강의품질, 가격",메가스터디,메가스터디 교육 546,메가스터디,교육,590000,4.31,2697.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",crawler,47,2,1,5,Y,0.227
male,53,4850000,사무직,기혼,보수적,549000,5009000,휴식,"희소성, 감성",애플,애플 전자기기 547,애플,전자기기,5009000,,174.0,"애플 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,28,14,16,8,Y,0.807
female,33,10910000,전문직,기혼,보수적,1063000,1166000,생활,"내구성, 크기",리바트,리바트 가구 548,리바트,가구,1166000,4.06,,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",crawler,7,3,22,1,Y,0.516
female,25,1300000,취업준비생,미혼,보수적,110000,47000,선물,"성분, 가격",한샘,이니스프리 화장품 549,이니스프리,화장품,47000,4.69,3760.0,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",manual,51,6,1,4,N,0.294
male,37,9500000,대기업직원,기혼,보수적,1804000,33000,식사,"희소성, 감성",동원,동원 식품 550,동원,식품,33000,4.6,3472.0,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",image_estimate,56,2,19,0,N,0.31
female,29,4850000,공무원,미혼,진보적,561000,3185000,기념일,"가격, 일정",LG,마이리얼트립 여행 551,마이리얼트립,여행,3185000,4.55,,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",image_estimate,12,13,11,6,Y,0.764
female,35,3540000,공무원,미혼,진보적,702000,181000,부모님,"희소성, 감성",종근당,종근당 건강관리 552,종근당,건강관리,181000,3.42,3647.0,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",crawler,55,2,12,3,N,0.364
male,28,7370000,대기업직원,미혼,보수적,1139000,457000,여행,"희소성, 감성",하나투어,COS 패션 553,COS,패션,457000,3.32,1183.0,"COS 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",image_estimate,45,3,13,3,N,0.685
female,43,4330000,공무원,기혼,보수적,882000,12000,선물,"가격, 신선도",한샘,CJ 식품 554,CJ,식품,12000,4.33,,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",image_estimate,8,4,10,3,N,0.513
male,50,7140000,대기업직원,기혼,보수적,936000,91000,소장,"내구성, 크기",이케아,이케아 가구 555,이케아,가구,91000,,367.0,"이케아 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",manual,41,0,19,4,N,0.5
male,32,5490000,자영업,기혼,진보적,233000,56000,유행,"희소성, 감성",다이소,다이소 생활용품 556,다이소,생활용품,56000,,,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",image_estimate,7,1,10,2,N,0.572
male,49,2200000,주부,미혼,진보적,169000,358000,소장,"희소성, 감성",루이비통,정관장 건강관리 557,정관장,건강관리,358000,3.5,2377.0,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",crawler,44,2,16,3,N,0.854
female,43,2340000,주부,기혼,보수적,284000,414000,업무,"희소성, 감성",레노버,레노버 전자기기 558,레노버,전자기기,414000,4.03,3285.0,"레노버 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",manual,42,7,21,3,N,0.5
female,48,4400000,공무원,기혼,보수적,441000,21000,소장,"희소성, 감성",메가스터디,이니스프리 화장품 559,이니스프리,화장품,21000,4.7,3657.0,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",crawler,48,3,12,4,N,0.692
male,53,7950000,전문직,기혼,보수적,1455000,1649000,선물,"희소성, 감성",마이리얼트립,구찌 명품 560,구찌,명품,1649000,4.41,1143.0,"구찌 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",manual,38,2,10,2,Y,0.46
male,38,6620000,전문직,기혼,보수적,1455000,1817000,게임,"성능, 배터리",삼성,삼성 전자기기 561,삼성,전자기기,1817000,4.45,3869.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",naver_api,45,8,13,3,Y,0.286
male,70,3680000,은퇴자,기혼,보수적,128000,328000,선물,"희소성, 감성",COS,라네즈 화장품 562,라네즈,화장품,328000,4.52,1851.0,"라네즈 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",user_input,42,6,20,1,N,0.652
male,19,720000,학생,미혼,보수적,127000,261000,자기계발,"강의품질, 가격",대한항공,패스트캠퍼스 교육 563,패스트캠퍼스,교육,261000,,,"패스트캠퍼스 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",image_estimate,8,9,9,2,Y,0.711
male,48,3480000,사무직,기혼,진보적,321000,99000,취업,"강의품질, 가격",메가스터디,메가스터디 교육 564,메가스터디,교육,99000,4.59,359.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,33,0,20,0,N,0.25
female,39,6990000,대기업직원,미혼,진보적,414000,5000,휴식,"가격, 신선도",클래스101,동원 식품 565,동원,식품,5000,3.33,2645.0,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",manual,48,1,20,0,N,0.477
male,55,7620000,대기업직원,미혼,보수적,1378000,324000,자기계발,"강의품질, 가격",동원,메가스터디 교육 566,메가스터디,교육,324000,3.98,1235.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",naver_api,41,6,19,3,N,0.552
female,29,7590000,대기업직원,기혼,보수적,232000,618000,데일리,"성분, 가격",메가스터디,라네즈 화장품 567,라네즈,화장품,618000,,3465.0,"라네즈 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,42,4,0,3,Y,0.759
male,48,5430000,공무원,기혼,진보적,613000,44000,가정,"가격, 내구성",3M,3M 생활용품 568,3M,생활용품,44000,,2347.0,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",crawler,49,2,2,1,N,0.379
female,59,2220000,은퇴자,기혼,보수적,306000,2074000,회복,"성분, 후기",구찌,센트룸 건강관리 569,센트룸,건강관리,2074000,4.05,,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",user_input,15,13,19,9,Y,0.76
male,40,6650000,자영업,기혼,보수적,935000,7421000,공부,"성능, 배터리",라네즈,소니 전자기기 570,소니,전자기기,7421000,,771.0,"소니 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",crawler,35,17,9,12,Y,0.524
female,37,6580000,자영업,기혼,진보적,1360000,969000,휴식,"가격, 일정",마이리얼트립,마이리얼트립 여행 571,마이리얼트립,여행,969000,4.49,1964.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",crawler,39,4,21,4,Y,0.238
female,47,7210000,자영업,미혼,보수적,1181000,484000,가족,"희소성, 감성",마이리얼트립,마이리얼트립 여행 572,마이리얼트립,여행,484000,3.96,2990.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",image_estimate,52,6,18,1,N,0.359
male,23,1280000,취업준비생,미혼,보수적,111000,1915000,보상,"브랜드, 희소성",샤넬,샤넬 명품 573,샤넬,명품,1915000,3.81,,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",naver_api,8,19,3,14,Y,0.533
male,24,1050000,취업준비생,미혼,진보적,67000,188000,가족,"희소성, 감성",종근당,대한항공 여행 574,대한항공,여행,188000,3.21,,"대한항공 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",user_input,4,4,17,6,N,0.703
female,20,750000,학생,미혼,보수적,121000,1865000,회복,"희소성, 감성",정관장,정관장 건강관리 575,정관장,건강관리,1865000,3.67,,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",image_estimate,5,33,17,20,Y,0.778
female,46,5630000,대기업직원,미혼,진보적,794000,61000,가족,"가격, 신선도",오뚜기,오뚜기 식품 576,오뚜기,식품,61000,3.3,1889.0,"오뚜기 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",naver_api,46,0,21,1,N,0.421
male,56,7620000,대기업직원,기혼,진보적,360000,82000,공부,"강의품질, 가격",클래스101,클래스101 교육 577,클래스101,교육,82000,3.63,2411.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",naver_api,42,5,14,2,N,0.238
male,35,3840000,사무직,기혼,보수적,543000,35000,여행,"디자인, 착용감",LG,ZARA 패션 578,ZARA,패션,35000,4.22,633.0,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",image_estimate,38,3,20,4,N,0.585
male,48,6610000,자영업,기혼,보수적,1360000,58000,소장,"희소성, 감성",라네즈,라네즈 화장품 579,라네즈,화장품,58000,3.53,2741.0,"라네즈 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",manual,44,1,11,0,N,0.596
male,28,1310000,취업준비생,기혼,보수적,256000,104000,소장,"가격, 내구성",프라다,유한킴벌리 생활용품 580,유한킴벌리,생활용품,104000,4.04,,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,8,5,21,1,N,0.484
male,29,840000,학생,미혼,진보적,91000,2200000,선물,"희소성, 감성",종근당,프라다 명품 581,프라다,명품,2200000,3.91,1855.0,"프라다 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",manual,49,34,22,24,Y,0.695
female,44,3310000,주부,미혼,진보적,114000,2826000,선물,"성능, 배터리",애플,애플 전자기기 582,애플,전자기기,2826000,4.5,649.0,"애플 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",crawler,41,16,2,8,Y,0.646
female,63,3130000,은퇴자,미혼,진보적,279000,1705000,건강,"희소성, 감성",설화수,정관장 건강관리 583,정관장,건강관리,1705000,3.36,,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",manual,14,7,9,4,Y,0.679
female,33,6730000,대기업직원,기혼,보수적,826000,3949000,선물,"희소성, 감성",프라다,프라다 명품 584,프라다,명품,3949000,4.81,,"프라다 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",image_estimate,14,12,16,5,Y,0.57
male,23,1120000,취업준비생,기혼,보수적,149000,426000,건강,"성분, 후기",ZARA,종근당 건강관리 585,종근당,건강관리,426000,4.68,,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",image_estimate,6,9,18,6,Y,0.581
male,30,1170000,취업준비생,기혼,보수적,249000,35000,데이트,"디자인, 착용감",COS,COS 패션 586,COS,패션,35000,3.24,,"COS 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",crawler,9,4,0,2,N,0.272
female,49,4900000,공무원,미혼,진보적,1043000,8000,청소,"가격, 내구성",3M,3M 생활용품 587,3M,생활용품,8000,4.58,2297.0,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",image_estimate,42,5,14,4,N,0.203
male,33,3980000,사무직,기혼,진보적,627000,58000,식사,"희소성, 감성",CJ,CJ 식품 588,CJ,식품,58000,3.2,,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",crawler,9,2,15,3,N,0.416
male,48,5470000,공무원,미혼,보수적,1045000,276000,선물,"성능, 배터리",삼성,삼성 전자기기 589,삼성,전자기기,276000,,1155.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",image_estimate,47,1,14,5,N,0.411
male,28,720000,취업준비생,미혼,보수적,100000,135000,선물,"강의품질, 가격",메가스터디,메가스터디 교육 590,메가스터디,교육,135000,4.34,2422.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",naver_api,40,6,18,1,Y,0.484
male,33,3250000,프리랜서,미혼,보수적,378000,30000,유행,"희소성, 감성",유한킴벌리,유한킴벌리 생활용품 591,유한킴벌리,생활용품,30000,3.93,2587.0,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",image_estimate,52,1,9,1,N,0.526
male,74,2850000,은퇴자,기혼,보수적,372000,169000,자기계발,"희소성, 감성",패스트캠퍼스,패스트캠퍼스 교육 592,패스트캠퍼스,교육,169000,3.61,3800.0,"패스트캠퍼스 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",crawler,53,5,16,2,N,0.519
female,66,2420000,은퇴자,미혼,보수적,150000,921000,소장,"희소성, 감성",샤넬,샤넬 명품 593,샤넬,명품,921000,,2575.0,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",image_estimate,51,5,9,4,Y,0.789
male,30,950000,취업준비생,미혼,진보적,50000,7000,생활,"희소성, 감성",3M,다이소 생활용품 594,다이소,생활용품,7000,4.05,,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",crawler,6,0,21,3,N,0.475
female,35,4050000,공무원,기혼,진보적,153000,65000,소장,"내구성, 크기",한샘,한샘 가구 595,한샘,가구,65000,4.08,2434.0,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",image_estimate,45,4,11,0,N,0.493
male,53,5830000,대기업직원,기혼,진보적,488000,12000,소장,"희소성, 감성",라네즈,라네즈 화장품 596,라네즈,화장품,12000,4.15,202.0,"라네즈 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,33,1,9,3,N,0.575
male,42,5370000,사무직,기혼,진보적,964000,296000,소장,"희소성, 감성",COS,COS 패션 597,COS,패션,296000,4.03,1249.0,"COS 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",crawler,50,2,22,4,N,0.581
male,27,4880000,사무직,미혼,보수적,151000,647000,보상,"브랜드, 희소성",센트룸,샤넬 명품 598,샤넬,명품,647000,3.22,2058.0,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",user_input,51,5,12,4,Y,0.586
male,31,2930000,주부,기혼,진보적,270000,2272000,휴식,"브랜드, 희소성",3M,샤넬 명품 599,샤넬,명품,2272000,,,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",manual,10,15,0,10,Y,0.854
male,35,3220000,프리랜서,기혼,보수적,135000,44000,공부,"강의품질, 가격",애플,메가스터디 교육 600,메가스터디,교육,44000,,320.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",image_estimate,32,3,20,2,N,0.282
male,31,1080000,취업준비생,기혼,보수적,151000,2568000,선물,"희소성, 감성",구찌,구찌 명품 601,구찌,명품,2568000,3.4,858.0,"구찌 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",image_estimate,37,33,13,23,Y,0.574
male,43,3970000,사무직,기혼,보수적,831000,705000,자기계발,"강의품질, 가격",메가스터디,메가스터디 교육 602,메가스터디,교육,705000,3.23,2767.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",naver_api,47,2,11,6,Y,0.424
male,24,760000,취업준비생,미혼,진보적,103000,87000,여행,"희소성, 감성",아디다스,아디다스 패션 603,아디다스,패션,87000,3.98,3361.0,"아디다스 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",manual,52,6,18,3,N,0.597
male,19,880000,학생,미혼,진보적,173000,9000,가정,"희소성, 감성",종근당,유한킴벌리 생활용품 604,유한킴벌리,생활용품,9000,3.6,1140.0,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",naver_api,42,0,17,0,N,0.582
female,23,740000,취업준비생,미혼,진보적,48000,11000,생활,"가격, 내구성",설화수,3M 생활용품 605,3M,생활용품,11000,3.3,1077.0,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,43,2,3,5,N,0.299
male,35,4490000,자영업,기혼,진보적,205000,424000,선물,"희소성, 감성",애플,애플 전자기기 606,애플,전자기기,424000,4.6,,"애플 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",crawler,6,5,17,2,N,0.797
