성별,나이,월수입,직업,결혼여부,소비성향,가격,가격등급,카테고리,브랜드,상품조회수,비교상품수,구매시간대,카드할부여부,재방문횟수,구매후회값
female,47,4340000,공무원,기혼,진보적,1198000,고가,패션,무신사스탠다드,23,6,22,Y,3,0.362
female,53,5490000,자영업,기혼,진보적,926000,고가,식품,동원,22,6,20,Y,5,0.198
male,44,4090000,프리랜서,미혼,보수적,164000,중저가,여행,하나투어,21,3,23,Y,6,0.203
male,47,7100000,대기업직원,미혼,진보적,228000,중저가,전자기기,LG,17,4,21,Y,3,0.154
male,52,2160000,주부,기혼,진보적,77000,저가,생활용품,깨끗한나라,21,3,10,Y,2,0.135
female,67,2580000,은퇴자,기혼,진보적,97000,중저가,교육,클래스101,27,3,17,N,1,0.154
female,24,530000,학생,미혼,진보적,2275000,초고가,명품,샤넬,38,22,22,Y,24,0.65
female,27,660000,취업준비생,미혼,진보적,644000,고가,화장품,라네즈,35,8,20,Y,6,0.6
male,50,5450000,사무직,기혼,진보적,5000,초저가,식품,노브랜드,21,1,12,N,0,0.173
male,47,13030000,전문직,기혼,진보적,158000,중저가,여행,하나투어,17,1,0,N,3,0.27
male,57,5540000,공무원,기혼,보수적,718000,고가,전자기기,삼성,24,6,15,N,7,0.173
female,63,8430000,자영업,기혼,보수적,642000,고가,패션,아디다스,24,7,9,Y,3,0.203
female,54,6110000,프리랜서,기혼,보수적,4835000,초고가,건강관리,종근당,37,10,0,Y,8,0.584
female,57,10210000,대기업직원,기혼,진보적,6428000,초고가,명품,루이비통,44,6,14,Y,8,0.528
male,30,3360000,주부,미혼,진보적,122000,중저가,화장품,올리브영PB,14,1,10,N,3,0.181
male,59,4110000,은퇴자,기혼,보수적,7000,초저가,식품,CJ,20,2,19,N,1,0.1
male,23,840000,학생,미혼,보수적,137000,중저가,교육,윌라,21,7,22,Y,2,0.284
female,25,940000,취업준비생,미혼,진보적,373000,고가,가구,일룸,33,7,16,Y,8,0.39
female,28,6620000,사무직,기혼,보수적,1195000,고가,패션,COS,35,8,12,N,2,0.209
female,57,18470000,전문직,기혼,보수적,357000,고가,건강관리,종근당,30,7,9,Y,3,0.11
male,31,6960000,공무원,미혼,진보적,2754000,초고가,명품,구찌,42,6,10,Y,6,0.387
male,37,12250000,자영업,미혼,보수적,132000,중저가,전자기기,소니,31,6,20,N,6,0.093
male,32,9560000,프리랜서,기혼,진보적,79000,저가,생활용품,유한킴벌리,17,3,10,N,0,0.131
female,35,12250000,대기업직원,기혼,보수적,710000,고가,교육,패스트캠퍼스,21,5,14,N,1,0.175
female,40,4790000,주부,기혼,진보적,4099000,초고가,가구,한샘,32,7,9,Y,8,0.527
female,69,5250000,은퇴자,미혼,보수적,1937000,초고가,패션,무신사스탠다드,42,7,18,N,7,0.311
male,22,1320000,학생,미혼,보수적,11000,초저가,식품,풀무원,12,2,15,N,3,0.083
male,23,1370000,취업준비생,미혼,진보적,116000,중저가,여행,마이리얼트립,19,4,16,N,4,0.154
male,38,2420000,사무직,미혼,진보적,330000,고가,전자기기,레노버,22,4,16,Y,7,0.202
female,34,5110000,전문직,미혼,보수적,57000,저가,생활용품,유한킴벌리,9,3,20,N,3,0.073
female,41,2920000,공무원,기혼,보수적,691000,고가,교육,클래스101,32,8,14,N,6,0.194
female,47,2200000,자영업,기혼,보수적,496000,고가,명품,프라다,25,6,11,Y,7,0.28
male,42,1750000,프리랜서,미혼,진보적,59000,저가,화장품,설화수,23,2,20,N,0,0.156
male,45,4080000,대기업직원,미혼,진보적,30000,저가,식품,오뚜기,20,1,9,N,1,0.173
male,50,800000,주부,기혼,보수적,785000,고가,여행,아시아나,40,12,0,Y,9,0.563
female,61,1310000,은퇴자,기혼,보수적,463000,고가,전자기기,삼성,35,7,22,N,5,0.372
female,21,1480000,학생,미혼,진보적,1126000,고가,패션,나이키,28,8,21,Y,7,0.6
female,33,1780000,취업준비생,미혼,진보적,2298000,초고가,건강관리,락토핏,37,11,21,Y,10,0.504
male,48,2960000,사무직,기혼,진보적,530000,고가,명품,버버리,20,4,18,Y,5,0.272
male,44,6980000,전문직,기혼,진보적,44000,저가,화장품,설화수,18,3,19,N,1,0.165
male,51,3560000,공무원,기혼,진보적,80000,저가,식품,CJ,9,2,19,N,1,0.143
female,57,3240000,자영업,미혼,진보적,415000,고가,교육,시원스쿨,29,6,18,Y,5,0.178
female,52,3060000,프리랜서,기혼,보수적,3710000,초고가,가구,리바트,39,12,10,Y,8,0.515
female,55,5320000,대기업직원,기혼,진보적,564000,고가,패션,ZARA,20,3,22,N,5,0.263
male,60,1530000,주부,기혼,보수적,6000,초저가,건강관리,센트룸,15,5,3,Y,3,0.194
male,71,1760000,은퇴자,미혼,보수적,3616000,초고가,명품,구찌,37,17,23,Y,15,0.565
male,20,510000,학생,미혼,보수적,533000,고가,전자기기,애플,40,9,21,Y,7,0.566
female,31,630000,취업준비생,미혼,진보적,44000,저가,생활용품,락앤락,13,4,16,Y,2,0.133
female,26,3820000,사무직,미혼,진보적,594000,고가,교육,메가스터디,16,4,20,N,4,0.191
female,54,9050000,전문직,기혼,보수적,2776000,초고가,가구,리바트,40,9,12,N,5,0.226
male,25,4490000,공무원,미혼,진보적,76000,저가,패션,무신사스탠다드,17,1,22,N,3,0.239
male,31,5300000,자영업,미혼,보수적,8000,초저가,식품,동원,17,3,19,N,1,0.125
male,30,4200000,프리랜서,미혼,진보적,984000,고가,여행,하나투어,32,6,22,Y,7,0.362
female,33,6740000,대기업직원,기혼,진보적,486000,고가,전자기기,LG,24,3,12,N,6,0.127
female,38,2390000,주부,기혼,보수적,174000,중저가,생활용품,깨끗한나라,25,4,19,Y,3,0.141
female,63,2510000,은퇴자,기혼,보수적,377000,고가,교육,클래스101,34,6,15,N,5,0.147
male,19,820000,학생,미혼,진보적,5487000,초고가,명품,샤넬,34,31,10,Y,32,0.59
male,29,830000,취업준비생,기혼,보수적,243000,중저가,화장품,라네즈,28,4,14,N,5,0.284
male,36,5570000,사무직,미혼,진보적,30000,저가,식품,노브랜드,5,0,11,N,2,0.204
female,31,13420000,전문직,기혼,진보적,1067000,고가,여행,하나투어,17,2,16,Y,7,0.199
female,35,5570000,공무원,기혼,보수적,4887000,초고가,전자기기,삼성,34,12,13,Y,8,0.454
female,41,7890000,자영업,미혼,보수적,1055000,고가,패션,아디다스,21,8,18,N,5,0.162
male,40,6360000,프리랜서,기혼,진보적,76000,저가,건강관리,종근당,12,1,16,N,3,0.156
male,43,9030000,대기업직원,기혼,보수적,816000,고가,명품,루이비통,24,5,17,Y,5,0.215
male,48,3210000,주부,기혼,보수적,769000,고가,화장품,올리브영PB,30,8,14,N,5,0.218
female,73,3940000,은퇴자,기혼,보수적,56000,저가,식품,CJ,11,4,19,N,0,0.119
female,29,1200000,학생,미혼,진보적,1260000,고가,교육,윌라,30,10,18,Y,8,0.536
female,27,1300000,취업준비생,미혼,진보적,10000,초저가,가구,일룸,13,3,22,N,4,0.173
male,46,6270000,사무직,미혼,진보적,78000,저가,패션,COS,23,2,10,N,2,0.126
male,41,17110000,전문직,미혼,보수적,22000,초저가,건강관리,종근당,8,4,14,N,1,0.111
male,45,6800000,공무원,기혼,보수적,376000,고가,명품,구찌,27,6,17,N,5,0.12
female,51,12540000,자영업,기혼,진보적,462000,고가,전자기기,소니,25,3,16,N,6,0.103
female,50,8480000,프리랜서,기혼,진보적,193000,중저가,생활용품,유한킴벌리,20,2,11,N,2,0.088
female,53,13070000,대기업직원,미혼,보수적,923000,고가,교육,패스트캠퍼스,34,6,21,N,2,0.142
male,58,4160000,주부,기혼,보수적,122000,중저가,가구,한샘,32,3,14,N,6,0.076
male,65,4970000,은퇴자,기혼,보수적,31000,저가,패션,무신사스탠다드,22,2,17,Y,3,0.136
male,28,1500000,학생,미혼,진보적,82000,저가,식품,풀무원,10,2,14,Y,2,0.152
female,25,1790000,취업준비생,미혼,진보적,1133000,고가,여행,마이리얼트립,35,5,3,Y,9,0.651
female,24,2550000,사무직,미혼,보수적,10000,초저가,전자기기,레노버,22,5,14,N,2,0.119
female,51,4680000,전문직,기혼,진보적,134000,중저가,생활용품,유한킴벌리,10,1,20,N,2,0.189
male,55,3030000,공무원,기혼,보수적,30000,저가,교육,클래스101,25,5,12,N,3,0.064
male,61,2380000,자영업,기혼,보수적,3730000,초고가,명품,프라다,45,14,20,Y,13,0.55
male,28,1840000,프리랜서,미혼,진보적,237000,중저가,화장품,설화수,27,1,16,N,5,0.236
female,31,4570000,대기업직원,기혼,진보적,49000,저가,식품,오뚜기,20,3,20,N,1,0.105
female,36,770000,주부,기혼,진보적,3632000,초고가,여행,아시아나,31,23,11,Y,23,0.519
female,75,1130000,은퇴자,기혼,보수적,6762000,초고가,전자기기,삼성,45,32,12,Y,31,0.496
male,27,550000,학생,미혼,보수적,34000,저가,패션,나이키,26,2,17,N,3,0.123
male,23,620000,취업준비생,미혼,진보적,126000,중저가,건강관리,락토핏,15,1,16,N,2,0.293
male,34,3350000,사무직,기혼,진보적,2659000,초고가,명품,버버리,33,8,17,Y,7,0.596
female,28,6500000,전문직,미혼,진보적,159000,중저가,화장품,설화수,18,2,12,N,3,0.138
female,29,3620000,공무원,미혼,보수적,258000,중저가,식품,CJ,13,3,18,N,4,0.106
female,35,3280000,자영업,기혼,보수적,1207000,고가,교육,시원스쿨,39,8,16,N,3,0.304
male,38,2680000,프리랜서,미혼,진보적,178000,중저가,가구,리바트,20,3,17,N,3,0.12
male,41,5920000,대기업직원,미혼,보수적,140000,중저가,패션,ZARA,19,5,13,N,3,0.131
male,46,1410000,주부,기혼,보수적,33000,저가,건강관리,센트룸,12,4,12,Y,3,0.111
female,67,1970000,은퇴자,기혼,보수적,424000,고가,명품,구찌,25,7,13,Y,4,0.299
female,26,800000,학생,미혼,진보적,3046000,초고가,전자기기,애플,41,21,13,Y,21,0.508
female,33,920000,취업준비생,미혼,진보적,121000,중저가,생활용품,락앤락,20,4,11,Y,2,0.195
male,44,4490000,사무직,기혼,보수적,71000,저가,교육,메가스터디,11,2,22,N,0,0.227
male,38,10010000,전문직,기혼,보수적,252000,중저가,가구,리바트,15,3,21,N,6,0.082
male,39,4880000,공무원,기혼,보수적,261000,중저가,패션,무신사스탠다드,26,6,0,N,3,0.184
female,45,4710000,자영업,기혼,진보적,63000,저가,식품,동원,18,0,22,N,2,0.223
female,48,4590000,프리랜서,기혼,진보적,5065000,초고가,여행,하나투어,34,9,19,Y,8,0.562
female,51,7030000,대기업직원,기혼,보수적,1882000,초고가,전자기기,LG,29,7,13,Y,8,0.269
male,56,2090000,주부,기혼,진보적,61000,저가,생활용품,깨끗한나라,19,3,9,N,2,0.067
male,59,2700000,은퇴자,미혼,보수적,73000,저가,교육,클래스101,22,5,22,N,2,0.161
male,25,1160000,학생,미혼,진보적,873000,고가,명품,샤넬,25,6,10,Y,8,0.61
female,31,1230000,취업준비생,미혼,진보적,97000,중저가,화장품,라네즈,27,1,17,N,1,0.241
female,54,5210000,사무직,기혼,진보적,103000,중저가,식품,노브랜드,22,2,19,N,4,0.09
female,48,12210000,전문직,미혼,진보적,5330000,초고가,여행,하나투어,41,5,10,Y,7,0.397
male,49,6170000,공무원,기혼,진보적,123000,중저가,전자기기,삼성,25,3,20,N,5,0.105
male,55,7790000,자영업,미혼,보수적,57000,저가,패션,아디다스,31,2,18,N,3,0.127
male,26,6770000,프리랜서,미혼,진보적,184000,중저가,건강관리,종근당,20,1,16,N,1,0.188
female,29,10160000,대기업직원,미혼,진보적,1936000,초고가,명품,루이비통,23,7,13,Y,4,0.283
female,34,3460000,주부,기혼,보수적,879000,고가,화장품,올리브영PB,31,6,23,N,4,0.302
female,69,3890000,은퇴자,미혼,보수적,233000,중저가,식품,CJ,21,5,11,N,3,0.092
male,24,1550000,학생,미혼,보수적,40000,저가,교육,윌라,11,3,15,Y,1,0.182
male,29,1770000,취업준비생,미혼,진보적,151000,중저가,가구,일룸,24,4,13,N,5,0.138
male,32,6230000,사무직,기혼,진보적,141000,중저가,패션,COS,16,1,12,N,3,0.181
female,58,15900000,전문직,미혼,보수적,55000,저가,건강관리,종근당,21,4,16,N,3,0.055
female,59,6670000,공무원,기혼,보수적,4806000,초고가,명품,구찌,45,11,10,Y,9,0.507
female,65,11880000,자영업,기혼,보수적,2456000,초고가,전자기기,소니,40,10,16,N,8,0.176
male,36,9310000,프리랜서,기혼,진보적,60000,저가,생활용품,유한킴벌리,18,2,9,N,0,0.132
male,39,13680000,대기업직원,기혼,진보적,84000,저가,교육,패스트캠퍼스,22,3,1,Y,3,0.203
male,44,4720000,주부,기혼,진보적,746000,고가,가구,한샘,27,6,10,N,7,0.138
female,61,5040000,은퇴자,미혼,진보적,100000,중저가,패션,무신사스탠다드,28,2,19,N,4,0.116
female,23,530000,학생,미혼,진보적,869000,고가,식품,풀무원,32,11,14,Y,8,0.496
female,27,620000,취업준비생,기혼,보수적,3753000,초고가,여행,마이리얼트립,40,29,16,Y,30,0.533
male,42,2470000,사무직,기혼,진보적,203000,중저가,전자기기,레노버,17,2,17,N,6,0.166
male,35,5000000,전문직,기혼,보수적,5000,초저가,생활용품,유한킴벌리,16,3,13,N,2,0.08
male,33,3070000,공무원,기혼,진보적,224000,중저가,교육,클래스101,16,4,13,N,1,0.151
female,39,2120000,자영업,기혼,보수적,365000,고가,명품,프라다,21,8,12,N,5,0.207
female,46,1670000,프리랜서,기혼,보수적,1037000,고가,화장품,설화수,30,9,15,Y,6,0.494
female,49,4100000,대기업직원,미혼,보수적,106000,중저가,식품,오뚜기,27,6,10,N,2,0.082
male,54,760000,주부,기혼,보수적,154000,중저가,여행,아시아나,20,6,13,Y,5,0.243
male,71,1280000,은퇴자,미혼,보수적,779000,고가,전자기기,삼성,39,9,19,Y,7,0.471
male,22,860000,학생,미혼,보수적,1380000,고가,패션,나이키,31,14,10,Y,7,0.519
female,25,940000,취업준비생,미혼,진보적,256000,중저가,건강관리,락토핏,8,4,14,N,4,0.299
female,52,3060000,사무직,미혼,진보적,542000,고가,명품,버버리,32,4,20,N,4,0.256
female,45,6860000,전문직,미혼,보수적,1326000,고가,화장품,설화수,33,6,10,Y,5,0.237
male,43,3730000,공무원,기혼,보수적,12000,초저가,식품,CJ,17,4,11,N,2,0.08
male,49,3110000,자영업,기혼,보수적,56000,저가,교육,시원스쿨,14,5,20,N,0,0.154
male,24,2750000,프리랜서,미혼,보수적,550000,고가,가구,리바트,31,8,16,Y,6,0.253
female,27,5410000,대기업직원,미혼,진보적,247000,중저가,패션,ZARA,19,2,9,Y,3,0.169
female,32,1370000,주부,미혼,보수적,205000,중저가,건강관리,센트룸,23,5,16,N,1,0.189
female,63,1690000,은퇴자,기혼,보수적,14000,초저가,명품,구찌,21,3,2,N,2,0.189
male,21,1180000,학생,미혼,보수적,221000,중저가,전자기기,애플,24,3,20,Y,5,0.26
male,23,1280000,취업준비생,미혼,진보적,12000,초저가,생활용품,락앤락,10,0,22,Y,1,0.309
male,30,4330000,사무직,미혼,진보적,402000,고가,교육,메가스터디,13,6,3,N,3,0.201
female,55,10300000,전문직,기혼,진보적,1030000,고가,가구,리바트,25,3,19,Y,4,0.222
female,53,4590000,공무원,기혼,보수적,689000,고가,패션,무신사스탠다드,26,7,10,Y,3,0.2
female,59,4910000,자영업,기혼,보수적,150000,중저가,식품,동원,29,6,19,N,2,0.044
male,34,4320000,프리랜서,기혼,보수적,276000,중저가,여행,하나투어,31,6,17,N,6,0.073
male,37,7690000,대기업직원,기혼,진보적,1185000,고가,전자기기,LG,15,3,18,Y,7,0.241
male,42,2340000,주부,기혼,진보적,84000,저가,생활용품,깨끗한나라,19,3,9,N,3,0.076
female,73,2400000,은퇴자,기혼,보수적,151000,중저가,교육,클래스101,24,6,9,N,3,0.075
female,20,1710000,학생,미혼,보수적,3347000,초고가,명품,샤넬,41,14,20,Y,12,0.582
female,33,1610000,취업준비생,기혼,보수적,501000,고가,화장품,라네즈,40,8,20,Y,6,0.299
male,40,5250000,사무직,기혼,진보적,21000,초저가,식품,노브랜드,8,1,14,N,0,0.182
male,32,12870000,전문직,미혼,보수적,144000,중저가,여행,하나투어,21,6,0,N,6,0.142
male,27,6280000,공무원,미혼,진보적,502000,고가,전자기기,삼성,20,2,21,N,7,0.166
female,33,7820000,자영업,기혼,진보적,130000,중저가,패션,아디다스,26,3,14,N,0,0.186
female,44,6360000,프리랜서,기혼,진보적,522000,고가,건강관리,종근당,19,4,0,N,5,0.201
female,47,9910000,대기업직원,기혼,진보적,837000,고가,명품,루이비통,23,4,16,Y,4,0.219
male,52,3140000,주부,기혼,보수적,61000,저가,화장품,올리브영PB,29,5,15,N,2,0.1
male,65,3840000,은퇴자,기혼,보수적,12000,초저가,식품,CJ,16,1,17,N,1,0.186
male,19,550000,학생,미혼,진보적,1082000,고가,교육,윌라,20,11,10,Y,12,0.545
female,31,560000,취업준비생,기혼,보수적,690000,고가,가구,일룸,28,10,16,Y,11,0.551
female,50,7090000,사무직,기혼,보수적,1094000,고가,패션,COS,25,7,10,Y,2,0.21
female,42,17450000,전문직,미혼,보수적,129000,중저가,건강관리,종근당,17,4,23,N,1,0.182
male,37,7690000,공무원,기혼,보수적,725000,고가,명품,구찌,21,6,15,N,5,0.158
male,43,11220000,자영업,미혼,보수적,196000,중저가,전자기기,소니,24,5,18,N,6,0.072
male,54,9360000,프리랜서,미혼,진보적,55000,저가,생활용품,유한킴벌리,23,3,18,N,0,0.121
female,57,13640000,대기업직원,기혼,진보적,124000,중저가,교육,패스트캠퍼스,16,3,22,N,3,0.149
female,30,4320000,주부,기혼,보수적,19000,초저가,가구,한샘,18,2,23,N,4,0.169
female,75,5410000,은퇴자,기혼,보수적,1278000,고가,패션,무신사스탠다드,31,7,18,Y,5,0.265
male,29,770000,학생,미혼,진보적,7000,초저가,식품,풀무원,7,2,1,N,1,0.221
male,29,920000,취업준비생,미혼,진보적,131000,중저가,여행,마이리얼트립,24,3,22,N,5,0.251
male,28,2580000,사무직,기혼,진보적,872000,고가,전자기기,레노버,38,3,20,N,7,0.304
female,52,4970000,전문직,기혼,진보적,72000,저가,생활용품,유한킴벌리,13,0,23,N,4,0.225
female,47,2860000,공무원,미혼,보수적,416000,고가,교육,클래스101,31,7,23,N,4,0.21
female,53,2270000,자영업,기혼,진보적,4023000,초고가,명품,프라다,42,11,21,Y,12,0.538
male,32,1840000,프리랜서,미혼,보수적,39000,저가,화장품,설화수,13,2,12,N,4,0.107
male,35,3940000,대기업직원,미혼,보수적,14000,초저가,식품,오뚜기,22,1,18,N,1,0.193
male,40,840000,주부,기혼,보수적,4864000,초고가,여행,아시아나,46,29,18,Y,27,0.499
female,67,1150000,은퇴자,기혼,보수적,739000,고가,전자기기,삼성,35,7,20,Y,9,0.494
female,28,1210000,학생,미혼,진보적,527000,고가,패션,나이키,32,7,1,Y,4,0.536
female,27,1280000,취업준비생,기혼,진보적,712000,고가,건강관리,락토핏,21,6,18,Y,5,0.524
male,38,3360000,사무직,미혼,보수적,6518000,초고가,명품,버버리,46,15,22,Y,14,0.55
male,29,6880000,전문직,미혼,진보적,39000,저가,화장품,설화수,11,3,22,N,2,0.187
male,57,3860000,공무원,미혼,보수적,57000,저가,식품,CJ,24,4,21,N,2,0.083
female,63,3360000,자영업,기혼,보수적,168000,중저가,교육,시원스쿨,17,5,22,N,4,0.153
female,42,2610000,프리랜서,미혼,보수적,5351000,초고가,가구,리바트,40,17,19,Y,14,0.504
female,45,5280000,대기업직원,기혼,보수적,510000,고가,패션,ZARA,34,5,9,N,5,0.145
male,50,1450000,주부,기혼,진보적,363000,고가,건강관리,센트룸,28,5,18,Y,5,0.281
male,59,1790000,은퇴자,기혼,진보적,375000,고가,명품,구찌,29,6,19,Y,6,0.294
male,27,1570000,학생,미혼,보수적,761000,고가,전자기기,애플,30,8,12,Y,9,0.426
female,25,1810000,취업준비생,미혼,보수적,79000,저가,생활용품,락앤락,19,6,17,N,3,0.044
female,48,3960000,사무직,기혼,보수적,2421000,초고가,교육,메가스터디,30,9,14,Y,8,0.463
female,39,9170000,전문직,기혼,보수적,6012000,초고가,가구,리바트,28,12,12,Y,6,0.477
male,31,4670000,공무원,미혼,진보적,45000,저가,패션,무신사스탠다드,23,1,22,N,2,0.23
male,37,4860000,자영업,기혼,진보적,10000,초저가,식품,동원,7,0,11,N,0,0.227
male,52,4380000,프리랜서,미혼,진보적,363000,고가,여행,하나투어,28,4,16,N,6,0.183
female,55,7100000,대기업직원,기혼,보수적,538000,고가,전자기기,LG,31,5,0,N,7,0.207
female,60,2330000,주부,기혼,진보적,106000,중저가,생활용품,깨끗한나라,12,3,19,Y,4,0.166
female,69,2490000,은퇴자,기혼,진보적,327000,고가,교육,클래스101,15,6,16,N,4,0.146
male,26,530000,학생,미혼,보수적,410000,고가,명품,샤넬,34,9,23,Y,9,0.645
male,23,650000,취업준비생,미혼,진보적,69000,저가,화장품,라네즈,14,3,20,N,3,0.135
male,26,5260000,사무직,미혼,진보적,28000,저가,식품,노브랜드,12,2,13,N,1,0.157
female,49,12050000,전문직,미혼,보수적,723000,고가,여행,하나투어,24,5,14,N,6,0.123
female,41,5530000,공무원,미혼,보수적,3385000,초고가,전자기기,삼성,46,9,12,Y,8,0.417
female,47,7450000,자영업,기혼,진보적,471000,고가,패션,아디다스,29,3,22,N,2,0.254
male,30,6070000,프리랜서,미혼,진보적,1781000,초고가,건강관리,종근당,17,6,16,Y,7,0.34
male,33,9640000,대기업직원,기혼,진보적,4620000,초고가,명품,루이비통,35,8,21,Y,6,0.466
male,38,3410000,주부,기혼,보수적,163000,중저가,화장품,올리브영PB,28,7,11,N,1,0.15
female,61,3540000,은퇴자,기혼,보수적,37000,저가,식품,CJ,18,2,17,Y,1,0.191
female,25,760000,학생,미혼,보수적,1155000,고가,교육,윌라,31,13,1,Y,8,0.58
female,33,960000,취업준비생,미혼,보수적,2456000,초고가,가구,일룸,29,19,12,Y,16,0.542
male,36,6380000,사무직,기혼,보수적,30000,저가,패션,COS,18,3,17,N,2,0.124
male,59,18610000,전문직,미혼,보수적,510000,고가,건강관리,종근당,29,6,15,N,3,0.097
male,51,6910000,공무원,미혼,진보적,3120000,초고가,명품,구찌,40,5,0,Y,9,0.454
female,57,12820000,자영업,기혼,진보적,415000,고가,전자기기,소니,28,5,12,N,3,0.118
female,40,9520000,프리랜서,미혼,보수적,374000,고가,생활용품,유한킴벌리,18,6,15,N,1,0.121
female,43,11520000,대기업직원,미혼,진보적,1285000,고가,교육,패스트캠퍼스,21,6,15,Y,2,0.207
male,48,4380000,주부,미혼,보수적,120000,중저가,가구,한샘,30,7,11,N,5,0.084
male,71,5210000,은퇴자,기혼,보수적,34000,저가,패션,무신사스탠다드,28,4,10,N,2,0.107
male,24,1120000,학생,미혼,진보적,43000,저가,식품,풀무원,4,4,1,N,3,0.162
female,31,1370000,취업준비생,미혼,진보적,6846000,초고가,여행,마이리얼트립,41,25,14,Y,24,0.544
female,46,2800000,사무직,기혼,보수적,1800000,초고가,전자기기,레노버,44,8,16,Y,8,0.475
female,36,4660000,전문직,기혼,진보적,137000,중저가,생활용품,유한킴벌리,19,1,9,N,1,0.191
male,25,2990000,공무원,미혼,진보적,36000,저가,교육,클래스101,10,2,11,N,2,0.107
male,31,2270000,자영업,미혼,보수적,413000,고가,명품,프라다,23,6,11,Y,7,0.241
male,50,1920000,프리랜서,미혼,보수적,264000,중저가,화장품,설화수,31,4,13,N,3,0.173
female,53,4170000,대기업직원,기혼,진보적,70000,저가,식품,오뚜기,15,2,15,N,3,0.087
female,58,800000,주부,기혼,보수적,3470000,초고가,여행,아시아나,46,24,9,Y,24,0.506
female,63,1110000,은퇴자,미혼,보수적,2259000,초고가,전자기기,삼성,34,17,3,Y,16,0.545
male,23,1750000,학생,미혼,진보적,43000,저가,패션,나이키,20,3,12,N,3,0.109
male,29,1840000,취업준비생,미혼,진보적,5862000,초고가,건강관리,락토핏,24,17,11,Y,17,0.542
male,24,3300000,사무직,미혼,보수적,429000,고가,명품,버버리,25,6,9,N,6,0.193
female,46,6500000,전문직,미혼,진보적,233000,중저가,화장품,설화수,21,4,11,N,1,0.178
female,35,3590000,공무원,기혼,보수적,122000,중저가,식품,CJ,21,5,21,N,2,0.078
female,41,3060000,자영업,기혼,진보적,945000,고가,교육,시원스쿨,23,6,15,N,4,0.28
male,28,2840000,프리랜서,미혼,진보적,108000,중저가,가구,리바트,23,1,22,N,6,0.23
male,31,5690000,대기업직원,미혼,보수적,63000,저가,패션,ZARA,28,2,21,N,3,0.104
male,36,1290000,주부,기혼,진보적,3948000,초고가,건강관리,센트룸,25,17,10,Y,16,0.484
female,73,1670000,은퇴자,기혼,보수적,1977000,초고가,명품,구찌,47,11,17,Y,12,0.512
female,22,480000,학생,미혼,보수적,6162000,초고가,전자기기,애플,38,57,19,Y,57,0.534
female,27,580000,취업준비생,미혼,진보적,161000,중저가,생활용품,락앤락,21,5,17,N,3,0.248
male,34,4400000,사무직,기혼,진보적,52000,저가,교육,메가스터디,22,1,23,N,1,0.252
male,56,9480000,전문직,기혼,보수적,436000,고가,가구,리바트,35,8,14,N,4,0.097
male,45,4910000,공무원,미혼,진보적,213000,중저가,패션,무신사스탠다드,24,2,17,N,2,0.152
female,51,5000000,자영업,기혼,보수적,54000,저가,식품,동원,18,2,14,N,0,0.142
female,38,4300000,프리랜서,기혼,진보적,2547000,초고가,여행,하나투어,32,6,15,Y,9,0.537
female,41,7760000,대기업직원,기혼,진보적,5243000,초고가,전자기기,LG,36,6,10,Y,9,0.516
male,46,2180000,주부,기혼,진보적,12000,초저가,생활용품,깨끗한나라,9,1,12,N,3,0.148
male,65,2780000,은퇴자,기혼,보수적,32000,저가,교육,클래스101,20,4,14,N,3,0.09
male,21,830000,학생,미혼,보수적,2510000,초고가,명품,샤넬,32,18,20,Y,19,0.579
female,25,990000,취업준비생,미혼,진보적,265000,중저가,화장품,라네즈,12,5,20,Y,2,0.334
female,44,5190000,사무직,미혼,보수적,232000,중저가,식품,노브랜드,18,4,16,N,3,0.094
female,33,12510000,전문직,미혼,보수적,2358000,초고가,여행,하나투어,33,9,17,Y,5,0.241
male,55,5720000,공무원,기혼,보수적,142000,중저가,전자기기,삼성,24,4,19,N,6,0.088
male,61,8730000,자영업,기혼,보수적,27000,저가,패션,아디다스,23,5,17,N,0,0.153
male,48,6150000,프리랜서,미혼,진보적,74000,저가,건강관리,종근당,9,1,19,N,3,0.192
female,51,10310000,대기업직원,기혼,진보적,630000,고가,명품,루이비통,20,5,18,N,4,0.19
female,56,3040000,주부,기혼,진보적,2404000,초고가,화장품,올리브영PB,32,10,18,Y,7,0.546
female,75,3760000,은퇴자,기혼,진보적,104000,중저가,식품,CJ,13,2,15,N,3,0.106
male,20,1310000,학생,미혼,진보적,47000,저가,교육,윌라,21,2,13,N,0,0.171
male,23,1360000,취업준비생,미혼,진보적,168000,중저가,가구,일룸,10,5,0,N,6,0.234
male,54,6290000,사무직,미혼,진보적,105000,중저가,패션,COS,26,2,12,N,4,0.13
female,43,15730000,전문직,기혼,보수적,5709000,초고가,건강관리,종근당,36,7,14,Y,7,0.326
female,29,7690000,공무원,미혼,진보적,486000,고가,명품,구찌,26,4,9,N,6,0.18
female,35,11140000,자영업,기혼,진보적,6727000,초고가,전자기기,소니,33,8,9,Y,9,0.483
male,26,9000000,프리랜서,미혼,진보적,3000,초저가,생활용품,유한킴벌리,4,3,1,N,0,0.239
male,29,12600000,대기업직원,미혼,진보적,62000,저가,교육,패스트캠퍼스,7,3,20,N,0,0.181
male,34,4330000,주부,기혼,진보적,577000,고가,가구,한샘,18,6,18,N,6,0.161
female,67,5010000,은퇴자,기혼,보수적,823000,고가,패션,무신사스탠다드,29,6,18,N,2,0.218
